legacyId,id,firstName,lastName,department,school_legacyId,school_name,school_city,school_state,avgRating,avgDifficulty,numRatings,wouldTakeAgainPercent
2335156,VGVhY2hlci0yMzM1MTU2,Kevin,Young,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,2.7,9,100
2697113,VGVhY2hlci0yNjk3MTEz,Paolo,Scardina,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,3.2,4.7,9,55.5556
2355398,VGVhY2hlci0yMzU1Mzk4,Stephen,Edwards,Computer Science,1349,Virginia Tech,Blacksburg,VA,2,4.4,27,29.6296
2632212,VGVhY2hlci0yNjMyMjEy,Sevak,Tahmasian,Engineering,1349,Virginia Tech,Blacksburg,VA,3.6,3.8,29,68.9655
1490396,VGVhY2hlci0xNDkwMzk2,Yong,Xu,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,1.6,4.5,24,4.3478
2533679,VGVhY2hlci0yNTMzNjc5,Shuxiang,Yu,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,3.3,3.5,15,80
2873593,VGVhY2hlci0yODczNTkz,Kereshmeh,Afsari,Building Construction,1349,Virginia Tech,Blacksburg,VA,3.1,3.1,15,53.3333
2138786,VGVhY2hlci0yMTM4Nzg2,Hodjat,Pendar,Engineering,1349,Virginia Tech,Blacksburg,VA,3.6,4,36,63.8889
2861248,VGVhY2hlci0yODYxMjQ4,Heath,Hillman,Computer Science,1349,Virginia Tech,Blacksburg,VA,2.7,3.4,53,41.5094
152760,VGVhY2hlci0xNTI3NjA=,Stefan,Duma,Engineering,1349,Virginia Tech,Blacksburg,VA,4.9,1.4,37,100
2774058,VGVhY2hlci0yNzc0MDU4,Tameka,Douglas,Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,1.5,10,90
2925170,VGVhY2hlci0yOTI1MTcw,Michael ,Hicks,Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,2.5,4,100
2328457,VGVhY2hlci0yMzI4NDU3,Matthew,James,Engineering,1349,Virginia Tech,Blacksburg,VA,4.9,2,48,97.9167
2049281,VGVhY2hlci0yMDQ5Mjgx,Natalie,Van Tyne,Engineering,1349,Virginia Tech,Blacksburg,VA,2.5,2.7,35,35.2941
2739453,VGVhY2hlci0yNzM5NDUz,Patrick,Sullivan,Computer Science,1349,Virginia Tech,Blacksburg,VA,2.6,3.6,35,42.8571
2785358,VGVhY2hlci0yNzg1MzU4,William,Baumann,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,4.6,3.8,5,100
2667471,VGVhY2hlci0yNjY3NDcx,Michael,Madigan,Engineering,1349,Virginia Tech,Blacksburg,VA,3.2,4.4,5,60
2896360,VGVhY2hlci0yODk2MzYw,Alkan,Soysal,Engineering,1349,Virginia Tech,Blacksburg,VA,3.2,3,10,60
2926227,VGVhY2hlci0yOTI2MjI3,Hosein,Foroutan,Engineering,1349,Virginia Tech,Blacksburg,VA,4.6,3.6,5,80
2794279,VGVhY2hlci0yNzk0Mjc5,Allyson,Senger,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.7,3.5,14,71.4286
2934775,VGVhY2hlci0yOTM0Nzc1,Kevin,Shinpaugh,Engineering,1349,Virginia Tech,Blacksburg,VA,2.2,3.6,13,23.0769
994982,VGVhY2hlci05OTQ5ODI=,Montasir,Abbas,Engineering,1349,Virginia Tech,Blacksburg,VA,2.9,3.6,7,0
3018543,VGVhY2hlci0zMDE4NTQz,Nikitha,Chandrasheka,Computer Science,1349,Virginia Tech,Blacksburg,VA,2.6,2.6,5,20
2696804,VGVhY2hlci0yNjk2ODA0,Erdogan,Kiran,Chemical Engineering,1349,Virginia Tech,Blacksburg,VA,2.3,3,3,33.3333
3101315,VGVhY2hlci0zMTAxMzE1,Christopher,McDowell,Chemical Engineering,1349,Virginia Tech,Blacksburg,VA,3,3.5,2,50
2504493,VGVhY2hlci0yNTA0NDkz,Bilel,Aidi,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,2.9,3,10,60
2926984,VGVhY2hlci0yOTI2OTg0,Bahareh,Behkam,Engineering,1349,Virginia Tech,Blacksburg,VA,3.5,4.2,6,83.3333
3063770,VGVhY2hlci0zMDYzNzcw,Ben,Davoudi,Engineering,1349,Virginia Tech,Blacksburg,VA,2.8,3.3,6,66.6667
2232714,VGVhY2hlci0yMjMyNzE0,Chris,Galitz,Engineering,1349,Virginia Tech,Blacksburg,VA,4.1,3.4,35,80
271462,VGVhY2hlci0yNzE0NjI=,Jason,Thweatt,Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,3.3,22,81.8182
2807164,VGVhY2hlci0yODA3MTY0,Jiangtao,Cheng,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,1.1,4.8,11,9.0909
2664211,VGVhY2hlci0yNjY0MjEx,Sohan,Kale,Engineering,1349,Virginia Tech,Blacksburg,VA,4.4,3.2,5,100
3102339,VGVhY2hlci0zMTAyMzM5,Sami ,Hasnine,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,2,2,1,0
2901371,VGVhY2hlci0yOTAxMzcx,Matt,Nowinski,Engineering,1349,Virginia Tech,Blacksburg,VA,3.4,3.6,59,62.7119
2774499,VGVhY2hlci0yNzc0NDk5,Joseph,Baker,Electrical amp Computer Engineering,1349,Virginia Tech,Blacksburg,VA,3.3,3.8,4,50
2962158,VGVhY2hlci0yOTYyMTU4,Suneel,Kodambaka,Engineering,1349,Virginia Tech,Blacksburg,VA,2.1,4.4,8,25
3057728,VGVhY2hlci0zMDU3NzI4,Laura,Morillo,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,4.7,1.7,3,100
2657788,VGVhY2hlci0yNjU3Nzg4,Mohammed,Farghally,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.8,2.8,10,100
2266467,VGVhY2hlci0yMjY2NDY3,Gary,Seidel,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3.9,3.7,9,66.6667
2460260,VGVhY2hlci0yNDYwMjYw,David,Gray,Engineering,1349,Virginia Tech,Blacksburg,VA,4.9,2.1,39,100
1038952,VGVhY2hlci0xMDM4OTUy,Andrew,Kurdila,Engineering,1349,Virginia Tech,Blacksburg,VA,2.2,3.6,23,21.0526
2933323,VGVhY2hlci0yOTMzMzIz,Bart,Raeymaekers,Engineering,1349,Virginia Tech,Blacksburg,VA,2.6,4.4,11,27.2727
2411887,VGVhY2hlci0yNDExODg3,Darren,Maczka,Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,3,9,88.8889
2744658,VGVhY2hlci0yNzQ0NjU4,Charles,Smith,Engineering,1349,Virginia Tech,Blacksburg,VA,2.5,4.4,15,40
3087876,VGVhY2hlci0zMDg3ODc2,Eric,Komendera,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,2,100
1597637,VGVhY2hlci0xNTk3NjM3,Mehdi,Setareh,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,3.7,3.3,24,60.8696
2628166,VGVhY2hlci0yNjI4MTY2,Amrinder,Nain,Engineering,1349,Virginia Tech,Blacksburg,VA,2.3,4.9,14,35.7143
2738354,VGVhY2hlci0yNzM4MzU0,Virgilio,Centeno,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,2.9,4.2,11,45.4545
2467651,VGVhY2hlci0yNDY3NjUx,Michael,von Spakovsky,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,1.7,4.7,14,21.4286
3014910,VGVhY2hlci0zMDE0OTEw,Ashley,Taylor,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2.3,3,100
2967913,VGVhY2hlci0yOTY3OTEz,Tyler,Milburn,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,4.9,3.1,7,100
2851218,VGVhY2hlci0yODUxMjE4,Sally,Hamouda,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,1.9,7,100
3012314,VGVhY2hlci0zMDEyMzE0,Ashtarout,Ammar,Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,2.5,4,75
3011006,VGVhY2hlci0zMDExMDA2,Lu,Zhang,Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,1.7,3,100
2934543,VGVhY2hlci0yOTM0NTQz,Jingqiu ,Liao,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,3.3,2.7,3,66.6667
2016762,VGVhY2hlci0yMDE2NzYy,James,Lord,Engineering,1349,Virginia Tech,Blacksburg,VA,4.7,3,23,95.4545
2615569,VGVhY2hlci0yNjE1NTY5,Shima,Shahab,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,4,2.2,6,83.3333
2655178,VGVhY2hlci0yNjU1MTc4,Farrokh,Jazizadeh,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.3,2.5,4,75
2656559,VGVhY2hlci0yNjU2NTU5,Robert,West,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,3,4.3,4,50
2555262,VGVhY2hlci0yNTU1MjYy,Jennifer,Benning,Engineering,1349,Virginia Tech,Blacksburg,VA,2.4,2.3,32,37.5
1231423,VGVhY2hlci0xMjMxNDIz,Yang,Cao,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.8,4.6,14,16.6667
2471820,VGVhY2hlci0yNDcxODIw,Gregory,Kulczycki,Computer Science,1349,Virginia Tech,Blacksburg,VA,2.9,3.3,8,37.5
2904479,VGVhY2hlci0yOTA0NDc5,Caroline,Branscome,Engineering,1349,Virginia Tech,Blacksburg,VA,1,2.5,2,0
2216865,VGVhY2hlci0yMjE2ODY1,Pat,Artis,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3.7,3.9,10,70
2703547,VGVhY2hlci0yNzAzNTQ3,Wei,Zhou,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,3,3,3,33.3333
3090252,VGVhY2hlci0zMDkwMjUy,Dylan,Losey,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
2959969,VGVhY2hlci0yOTU5OTY5,Nazila,Roofigari,Building Construction,1349,Virginia Tech,Blacksburg,VA,3,2,2,50
2406339,VGVhY2hlci0yNDA2MzM5,Kaveh,Hamed,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,3,3.3,3,33.3333
2756052,VGVhY2hlci0yNzU2MDUy,Ryan,Gerdes,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,1.3,4.7,9,11.1111
2959972,VGVhY2hlci0yOTU5OTcy,Jie,Song,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3,1.7,3,66.6667
2664194,VGVhY2hlci0yNjY0MTk0,Jonathan,Boreyko,Engineering,1349,Virginia Tech,Blacksburg,VA,5,3.4,5,100
2866120,VGVhY2hlci0yODY2MTIw,Ella,Atkins,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,1.7,4,10,10
2761235,VGVhY2hlci0yNzYxMjM1,John,Ferris,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,4.2,2.7,6,83.3333
642399,VGVhY2hlci02NDIzOTk=,Scott,Case,Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,3.3,4,100
2927314,VGVhY2hlci0yOTI3MzE0,Elham,Mohammadrezaei,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.5,4,6,16.6667
2671566,VGVhY2hlci0yNjcxNTY2,Scott,Huxtable,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,3.2,6,83.3333
3036552,VGVhY2hlci0zMDM2NTUy,Adam,Phillips,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,4,3,1,100
2779797,VGVhY2hlci0yNzc5Nzk3,Shaddi,Hasan,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,2.3,3,100
2618148,VGVhY2hlci0yNjE4MTQ4,Bob,Edmison,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.3,2.7,3,66.6667
133462,VGVhY2hlci0xMzM0NjI=,Roger,Chang,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2.8,85,100
2726814,VGVhY2hlci0yNzI2ODE0,Debswapna,Bhattacharya,Computer Science,1349,Virginia Tech,Blacksburg,VA,4,2.5,2,100
646611,VGVhY2hlci02NDY2MTE=,Steven,Edwards,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.8,4,14,0
3074763,VGVhY2hlci0zMDc0NzYz,Anthony,Nostro,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
3009532,VGVhY2hlci0zMDA5NTMy,Manish,Bansal,Engineering,1349,Virginia Tech,Blacksburg,VA,3.2,3,6,66.6667
2933498,VGVhY2hlci0yOTMzNDk4,Win,Nguyen,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2.1,10,100
2692065,VGVhY2hlci0yNjkyMDY1,Alexandrina,Untaroiu,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,3.7,3.6,9,66.6667
2970276,VGVhY2hlci0yOTcwMjc2,Michelle,Soledad,Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,1.5,12,100
2615559,VGVhY2hlci0yNjE1NTU5,John,Shewchuk,Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,2.5,4,75
2439963,VGVhY2hlci0yNDM5OTYz,John,Wenskovitch,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.2,2.9,19,78.9474
2545660,VGVhY2hlci0yNTQ1NjYw,Sean,McGinnis,Engineering,1349,Virginia Tech,Blacksburg,VA,3.1,3.4,8,50
1745049,VGVhY2hlci0xNzQ1MDQ5,Vinod,Lohani,Engineering,1349,Virginia Tech,Blacksburg,VA,2.9,2.3,4,0
2771923,VGVhY2hlci0yNzcxOTIz,Guo-Quan,Lu,Engineering,1349,Virginia Tech,Blacksburg,VA,2.3,4.6,7,50
3011045,VGVhY2hlci0zMDExMDQ1,Jonathan,Bluey,Building Construction,1349,Virginia Tech,Blacksburg,VA,3.6,3,5,60
3004971,VGVhY2hlci0zMDA0OTcx,Daniel,Connors,Engineering,1349,Virginia Tech,Blacksburg,VA,3.4,2.6,5,80
2837117,VGVhY2hlci0yODM3MTE3,Dayoung,Kim,Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,2,4,100
3070525,VGVhY2hlci0zMDcwNTI1,Richard,Bishop,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2697777,VGVhY2hlci0yNjk3Nzc3,Dimitrios,Nikolopoulos,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.7,3.8,11,63.6364
1669183,VGVhY2hlci0xNjY5MTgz,Sean,Corcoran,Engineering,1349,Virginia Tech,Blacksburg,VA,4.4,2.5,4,100
3014972,VGVhY2hlci0zMDE0OTcy,Bradley,Bowen,Engineering,1349,Virginia Tech,Blacksburg,VA,5,1.3,3,100
2615566,VGVhY2hlci0yNjE1NTY2,Jan Helge,Bohn,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,1,4.8,6,0
1343530,VGVhY2hlci0xMzQzNTMw,Jan,Bohn,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,1.3,4,6,0
2972351,VGVhY2hlci0yOTcyMzUx,Mathieu,Joerger,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,4.4,4.4,5,100
2714438,VGVhY2hlci0yNzE0NDM4,Diana,Bairaktarova,Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,1,4,100
2972364,VGVhY2hlci0yOTcyMzY0,Yao,Fu,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3.5,3.5,4,100
2761239,VGVhY2hlci0yNzYxMjM5,Danesh,Tafti,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,2,4.5,2,0
2863498,VGVhY2hlci0yODYzNDk4,Bryan,Katz,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,5,1.6,9,100
2905039,VGVhY2hlci0yOTA1MDM5,Rui,Qiao,Engineering,1349,Virginia Tech,Blacksburg,VA,3.3,3.8,4,75
2880238,VGVhY2hlci0yODgwMjM4,Binoy,Ravindran,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
3010373,VGVhY2hlci0zMDEwMzcz,Pinar,Yanardag,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.1,2.4,9,77.7778
2949307,VGVhY2hlci0yOTQ5MzA3,Tom,Powers,Engineering,1349,Virginia Tech,Blacksburg,VA,3,3,1,0
2936163,VGVhY2hlci0yOTM2MTYz,Emily,Dogan,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,3,100
2832708,VGVhY2hlci0yODMyNzA4,Richard,Charles,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,1.7,3,100
3065059,VGVhY2hlci0zMDY1MDU5,Kevin ,Schroeder,Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
1039333,VGVhY2hlci0xMDM5MzMz,Rakesh,Kapania,Engineering,1349,Virginia Tech,Blacksburg,VA,2.4,3.8,4,33.3333
3014155,VGVhY2hlci0zMDE0MTU1,Creed,Jones,Engineering,1349,Virginia Tech,Blacksburg,VA,4,2,2,100
3063123,VGVhY2hlci0zMDYzMTIz,Justin,Jaworski,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,4,5,1,100
3064686,VGVhY2hlci0zMDY0Njg2,Bradley,Denby,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3,2,1,100
3064683,VGVhY2hlci0zMDY0Njgz,Gregory,Young,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3,3,1,100
3064692,VGVhY2hlci0zMDY0Njky,Todd,Lowe,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,4,1,1,100
1007366,VGVhY2hlci0xMDA3MzY2,Godmar,Back,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.5,4.5,23,70.5882
2689771,VGVhY2hlci0yNjg5Nzcx,Mantu,Hudait,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,3.1,11,81.8182
2905225,VGVhY2hlci0yOTA1MjI1,David,Gonzales,Engineering,1349,Virginia Tech,Blacksburg,VA,4.6,3.6,8,87.5
2972357,VGVhY2hlci0yOTcyMzU3,Riley,Fitzgerald,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,5,2,2,100
2553128,VGVhY2hlci0yNTUzMTI4,Dan,Sable,Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,2,100
2891611,VGVhY2hlci0yODkxNjEx,Jeff,Walling,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
1162091,VGVhY2hlci0xMTYyMDkx,Dewey,Spangler,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,2.3,4.3,12,50
1694918,VGVhY2hlci0xNjk0OTE4,Ting-Chung,Poon,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,2.4,4.3,9,28.5714
3035880,VGVhY2hlci0zMDM1ODgw,Levon,Asryan,Chemical Engineering,1349,Virginia Tech,Blacksburg,VA,3.3,1.8,4,100
2909544,VGVhY2hlci0yOTA5NTQ0,Holly,Casey,Engineering,1349,Virginia Tech,Blacksburg,VA,3.5,2.5,2,100
1193754,VGVhY2hlci0xMTkzNzU0,Brian,Vick,Engineering,1349,Virginia Tech,Blacksburg,VA,1.7,4,31,14.2857
2392541,VGVhY2hlci0yMzkyNTQx,Pinar,Acar,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,5,3.4,5,100
2622901,VGVhY2hlci0yNjIyOTAx,Walid,Thabet,Building Construction,1349,Virginia Tech,Blacksburg,VA,2,4.5,4,25
3051836,VGVhY2hlci0zMDUxODM2,Paul,Plassmann,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,2.5,2,100
2765806,VGVhY2hlci0yNzY1ODA2,Ming,Jin,Electrical amp Computer Engineering,1349,Virginia Tech,Blacksburg,VA,4,2.5,2,50
2767957,VGVhY2hlci0yNzY3OTU3,Ryan,Williams,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,4,100
3052333,VGVhY2hlci0zMDUyMzMz,Amun,Kharel,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,2,3,100
2319780,VGVhY2hlci0yMzE5Nzgw,Joseph,Dove,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,3.5,2,100
3058098,VGVhY2hlci0zMDU4MDk4,Mark,Oliva,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,1,1,100
3058015,VGVhY2hlci0zMDU4MDE1,David,Mokarem,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,4,2,1,100
3058040,VGVhY2hlci0zMDU4MDQw,Curt,Porterfield,Engineering,1349,Virginia Tech,Blacksburg,VA,1,4,1,0
2933522,VGVhY2hlci0yOTMzNTIy,Alex,Aning,Engineering,1349,Virginia Tech,Blacksburg,VA,1.1,4.3,8,0
2960550,VGVhY2hlci0yOTYwNTUw,Sydney,Hulse,Engineering,1349,Virginia Tech,Blacksburg,VA,5,5,1,100
3056023,VGVhY2hlci0zMDU2MDIz,Nagender,Aneja,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
1982802,VGVhY2hlci0xOTgyODAy,Kathleen,Hancock,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,3,100
3046429,VGVhY2hlci0zMDQ2NDI5,Steve,Darr,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,5,1,1,100
2981007,VGVhY2hlci0yOTgxMDA3,Hanna,Kindlund,Engineering,1349,Virginia Tech,Blacksburg,VA,1,5,1,0
2650115,VGVhY2hlci0yNjUwMTE1,Laura,Savage,Engineering,1349,Virginia Tech,Blacksburg,VA,3.7,2,3,66.6667
2899041,VGVhY2hlci0yODk5MDQx,Lindsay,Lally,Building Construction,1349,Virginia Tech,Blacksburg,VA,5,1.3,3,100
1309089,VGVhY2hlci0xMzA5MDg5,Denis,Gracanin,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.4,4.2,9,0
2525521,VGVhY2hlci0yNTI1NTIx,David,Grey,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2705623,VGVhY2hlci0yNzA1NjIz,Richey,Davis,Chemical Engineering,1349,Virginia Tech,Blacksburg,VA,1.3,4,4,0
